text,label
WHO VERB DET NUM PUNCT NOUN ADJ NOUN ADP ADJ,EASY
ADP WHAT NOUN AUX PROPN PROPN PART VERB DET NOUN ADP,EASY
WHO AUX VERB DET NOUN ADP PROPN PROPN ADP PROPN NUM NUM,EASY
WHEN AUX PROPN VERB ADP DET NOUN ADP ADJ NOUN,EASY
WHAT NOUN ADP PROPN VERB DET NOUN ADP DET NOUN PART VERB PROPN PART,EASY
ADP WHAT NOUN AUX DET NOUN NOUN VERB,EASY
PROPN PROPN CCONJ PROPN PROPN ADP PROPN NOUN WHAT NOUN ADP NOUN,EASY
WHAT AUX PRON VERB WHEN ADJ NOUN VERB ADP DET NOUN,EASY
WHAT NOUN ADP NOUN NOUN ADP PROPN AUX VERB ADJ NOUN CCONJ NOUN,EASY
WHEN AUX PROPN PROPN PROPN VERB DET NOUN,EASY
ADP WHAT NOUN AUX PROPN PART NOUN PUNCT PROPN PROPN,EASY
WHAT AUX DET PROPN NOUN NOUN ADP PROPN VERB,EASY
WHAT NOUN ADP NOUN AUX PROPN NOUN VERB,EASY
WHAT AUX DET NOUN VERB ADP DET NUM NOUN ADJ PUNCT NUM,EASY
WHO AUX DET PROPN PROPN VERB ADP,EASY
WHAT AUX ADV DET NOUN ADP NOUN CCONJ ADJ NOUN,EASY
WHAT ADJ NOUN NOUN VERB ADV NOUN,EASY
WHO VERB PUNCT PUNCT ADP ADJ NOUN PUNCT WHERE NOUN AUX SCONJ NOUN NOUN VERB PART VERB DET ADV ADJ NOUN PUNCT CCONJ PUNCT ADP NOUN,EASY
PRON PART NOUN AUX VERB ADP PROPN CCONJ PROPN,EASY
WHAT AUX NOUN ADV VERB WHEN DET NOUN VERB PART VERB NOUN ADV SCONJ PRON AUX PART AUX ADJ,DIFFICULT
WHICH NOUN VERB ADJ NOUN ADP VERB NOUN,EASY
WHAT ADJ PROPN AUX DET NOUN ADP DET PROPN,EASY
ADP WHAT NOUN AUX DET NOUN ADP PROPN VERB,EASY
WHAT NOUN VERB NOUN ADP PROPN PART NOUN ADP ADJ,EASY
WHAT NOUN AUX DET PROPN ADP,EASY
HOW ADV AUX PROPN PART NOUN SYM,EASY
ADP WHAT NOUN AUX PROPN VERB,EASY
WHERE AUX VERB ADP DET PROPN PUNCT PROPN PUNCT CCONJ DET,EASY
DET NOUN ADP NOUN NOUN AUX NOUN ADP WHAT NOUN,EASY
WHAT AUX VERB NOUN VERB ADP DET NOUN ADP PRON ADP PRON ADJ NOUN,EASY
ADP ADJ NOUN WHICH DET NOUN AUX ADJ PART VERB NOUN NOUN ADP ADJ,EASY
PRON AUX DET ADJ NOUN NOUN ADP DET ADJ NOUN NOUN PRON AUX DET ADJ NOUN SYM NOUN PUNCT ADV DET NOUN,EASY
WHAT AUX DET SPACE NOUN NOUN ADP,EASY
NUM ADJ ADJ NOUN AUX VERB ADP PROPN ADJ NOUN WHAT PRON AUX,EASY
ADP WHAT NOUN NOUN AUX DET NOUN VERB PROPN VERB PROPN,EASY
HOW AUX DET ADJ PROPN VERB PUNCT NOUN PUNCT,DIFFICULT
WHERE AUX DET PROPN VERB PART VERB ADJ NOUN ADP NUM,EASY
ADP WHAT NOUN AUX PROPN PROPN PROPN VERB,EASY
WHICH NOUN VERB PROPN PROPN VERB PRON NOUN,EASY
WHAT NUM NOUN AUX VERB DET ADJ NOUN ADP NOUN ADP PROPN SCONJ DET ADJ NOUN,EASY
PRON AUX ADJ PART VERB NOUN ADV ADP PRON,EASY
WHICH NOUN AUX ADV ADJ ADP PROPN,EASY
WHEN AUX DET ADJ NOUN NOUN VERB ADP DET NOUN NOUN,EASY
WHAT NOUN VERB NUM NOUN PART VERB ADJ NOUN,EASY
HOW ADJ NOUN AUX PROPN VERB ADP NOUN ADP NOUN,EASY
ADP ADP NUM HOW SCONJ ADJ NOUN ADP NOUN AUX AUX VERB DET,EASY
HOW ADJ NOUN ADP ADJ NOUN VERB DET NOUN,EASY
WHAT NOUN VERB DET NOUN ADP NOUN VERB ADP DET ADJ NOUN,EASY
WHO AUX PROPN PROPN ADP NUM,EASY
WHERE AUX PROPN PROPN PROPN NOUN ADP PROPN,EASY
WHAT NOUN VERB DET PROPN PUNCT,EASY
WHO AUX DET PROPN PROPN,EASY
WHERE AUX NOUN PUNCT VERB NOUN,EASY
WHO AUX DET PROPN PROPN VERB PART VERB SCONJ ADP,EASY
WHAT AUX DET ADJ NOUN NOUN ADP VERB NOUN ADP PROPN,EASY
WHAT NOUN ADP NOUN VERB VERB VERB ADJ NOUN ADP DET NOUN,EASY
WHEN AUX DET PROPN NOUN VERB VERB NOUN PUNCT NOUN CCONJ VERB NOUN ADP PROPN CCONJ ADJ,EASY
WHAT AUX AUX DET ADJ ADJ NOUN SCONJ DET NOUN,EASY
WHAT NOUN AUX VERB ADP PROPN PUNCT ADP WHICH PUNCT PRON VERB DET ADJ NOUN,EASY
ADP WHAT NOUN ADP DET NOUN AUX PROPN PROPN PROPN VERB,EASY
ADP WHICH ADJ NOUN AUX DET ADJ NOUN VERB,EASY
WHAT NOUN ADP NOUN AUX ADV VERB NOUN NOUN CCONJ VERB ADP NOUN NOUN,EASY
WHAT NOUN AUX NOUN ADP DET ADJ NOUN NOUN PROPN PROPN,EASY
ADP WHAT NOUN ADP NOUN AUX NOUN ADV ADJ,EASY
WHAT AUX DET NOUN ADP NOUN ADP ADJ NOUN,EASY
WHEN AUX NOUN VERB ADJ ADP ADJ NOUN ADP PROPN,EASY
WHAT AUX DET NOUN NOUN ADP DET ADJ NOUN,EASY
WHAT ADJ ADJ NOUN VERB ADP DET ADJ NOUN PUNCT,EASY
WHAT NOUN AUX PROPN NUM ADJ ADP,EASY
WHAT NOUN AUX PROPN PROPN VERB ADP,EASY
WHO AUX ADV VERB ADP PRON PART AUX ADJ NOUN,EASY
WHAT AUX DET NOUN ADP ADJ PROPN ADP NOUN,EASY
NOUN CCONJ NOUN NOUN ADP NOUN ADP NOUN NOUN VERB,EASY
WHICH NOUN VERB DET NOUN VERB ADP PRON,EASY
WHO VERB DET ADJ NOUN ADP DET ADJ NOUN,EASY
WHAT NOUN PART NOUN ADP PROPN AUX VERB ADP DET,EASY
WHAT ADV VERB VERB DET NOUN ADP DET NOUN,DIFFICULT
WHEN AUX PROPN VERB,EASY
NOUN AUX VERB ADP WHICH ADJ NOUN NOUN,EASY
WHICH NOUN AUX VERB ADP DET PROPN PROPN ADP DET PROPN,EASY
WHAT VERB DET NOUN ADP DET PROPN PUNCT,EASY
WHAT NOUN AUX VERB PART AUX DET ADJ VERB NOUN ADP DET NOUN,EASY
WHERE AUX ADJ NOUN VERB ADP NUM,EASY
WHO AUX DET NOUN ADP DET PROPN ADP PROPN,EASY
HOW ADJ NOUN ADP PROPN ADV VERB NOUN,EASY
ADP WHAT NOUN AUX DET PROPN PROPN PROPN PROPN PROPN VERB,EASY
ADP ADP ADJ CCONJ ADJ NOUN NOUN WHAT DET NOUN AUX VERB ADP ADJ PROPN NOUN ADP DET ADJ,EASY
WHAT AUX PROPN PROPN VERB ADP,EASY
WHICH ADJ ADJ NOUN AUX PART ADV PUNCT VERB ADP,EASY
WHO VERB NOUN ADP PROPN PART,EASY
WHAT AUX DET ADJ ADJ NOUN PROPN VERB,EASY
WHERE AUX PROPN PROPN ADJ NOUN VERB,EASY
WHO AUX DET VERB NOUN ADP DET PROPN PROPN PROPN,EASY
WHAT AUX DET ADV ADJ NOUN ADP PROPN,EASY
ADP WHAT NOUN VERB DET NOUN ADP PROPN ADP PROPN AUX VERB ADP DET PROPN,EASY
PROPN VERB DET DET NOUN PUNCT ADJ NOUN PUNCT NOUN,EASY
WHEN AUX PROPN PROPN VERB DET NOUN ADP NOUN,EASY
HOW ADJ NOUN AUX PRON VERB,EASY
WHEN AUX DET PROPN PROPN PROPN,EASY
WHAT AUX PART VERB ADP DET PROPN PROPN ADV,EASY
WHAT SPACE AUX DET ADJ ADJ NOUN ADP PROPN PROPN PART VERB ADP ADJ,EASY
WHEN AUX PUNCT DET PROPN ADP PROPN CCONJ ADJ NOUN,EASY
WHO VERB PROPN ADP NUM NOUN SCONJ PRON VERB DET NOUN,EASY
WHEN AUX DET PROPN PROPN PROPN VERB DET ADJ NOUN,EASY
WHAT ADJ PROPN NOUN NOUN AUX VERB ADP NOUN,EASY
WHAT NOUN AUX VERB PART VERB SCONJ PRON AUX VERB CCONJ ADJ,EASY
WHOSE NOUN ADV VERB PROPN,EASY
WHAT AUX DET NOUN PROPN VERB ADP,EASY
WHAT ADJ NOUN ADP NOUN VERB DET NOUN ADP NOUN,EASY
ADP WHAT NOUN AUX DET PROPN PROPN NOUN ADP NUM VERB,EASY
WHO AUX DET NOUN NOUN NOUN NOUN NOUN,EASY
WHAT NOUN AUX DET PROPN VERB,DIFFICULT
WHAT NOUN AUX DET PROPN NOUN VERB,EASY
DET NOUN ADP DET NOUN NOUN AUX ADV ADJ CCONJ WHAT ADJ NOUN,EASY
ADJ ADJ NOUN VERB WHAT NOUN,EASY
WHICH NOUN VERB ADJ,EASY
WHAT AUX DET NOUN ADP DET PROPN PART PUNCT ADP PUNCT PROPN PROPN,DIFFICULT
WHAT AUX PROPN PART NOUN ADP PROPN,DIFFICULT
HOW AUX DET PROPN PROPN NOUN VERB ADP ADJ VERB NOUN ADP DET NOUN,DIFFICULT
ADV SCONJ PROPN AUX VERB ADP PROPN ADP DET PROPN NOUN ADP DET PROPN PROPN PUNCT ADP ADJ ADJ NOUN PRON AUX VERB ADP,EASY
WHAT AUX NUM NOUN AUX VERB NUM ADP DET ADJ NOUN ADP ADJ NOUN ADP PROPN PUNCT VERB ADP,EASY
ADP NUM HOW SCONJ ADJ NOUN NOUN AUX ADV VERB ADP ADP NOUN ADP NOUN CCONJ,EASY
ADP DET ADJ NOUN WHAT PRON AUX PRON VERB VERB PART AUX VERB SPACE PART ADV VERB,DIFFICULT
WHO ADV VERB PROPN ADP NUM,EASY
ADP PROPN PART ADJ PROPN WHAT PUNCT PRON AUX DET ADJ ADJ NOUN,EASY
WHO AUX PART VERB DET NOUN ADP PRON,EASY
HOW ADJ AUX PROPN,EASY
HOW ADJ AUX NUM PROPN PROPN NOUN ADP ADJ PROPN ADP PROPN NUM,EASY
SCONJ PROPN WHICH PRON ADJ NOUN VERB PRON NOUN NOUN SCONJ ADP ADJ,EASY
WHAT VERB ADP DET ADJ NOUN DET ADJ NOUN PRON VERB PRON ADJ PART VERB NOUN VERB DET NOUN,DIFFICULT
WHAT NOUN ADP NOUN AUX VERB ADP DET NOUN ADP DET PROPN,EASY
WHEN AUX PROPN PROPN VERB ADV,EASY
WHERE AUX DET NUM PUNCT NOUN,EASY
WHAT AUX AUX DET ADJ NOUN SCONJ NUM,EASY
ADV ADP ADJ NOUN WHAT PRON AUX ADJ NOUN ADP,EASY
WHEN DET NOUN ADP PRON NOUN NOUN ADP PROPN ADP PRON VERB DET NOUN WHAT PRON AUX VERB DET,EASY
HOW ADJ NOUN AUX VERB PUNCT,EASY
ADP WHAT NOUN AUX DET PROPN PART PROPN PROPN PROPN,EASY
WHAT NOUN AUX PROPN PROPN VERB ADP ADP NUM,EASY
ADP WHAT NOUN AUX PROPN PROPN VERB DET PROPN ADP PROPN,EASY
WHAT AUX ADV AUX VERB ADP DET NOUN NOUN,EASY
HOW AUX NOUN ADJ ADP DET ADJ NOUN,DIFFICULT
WHERE AUX DET NOUN VERB ADP,EASY
WHAT NOUN AUX PROPN VERB ADP PRON ADJ NOUN,EASY
PROPN NOUN VERB NOUN VERB ADP NOUN PUNCT CCONJ DET PROPN VERB DET PROPN AUX VERB,DIFFICULT
WHICH NOUN NOUN AUX ADV ADJ PART VERB NOUN ADP ADJ ADJ ADJ NOUN ADP DET,EASY
HOW ADJ NOUN AUX ADJ ADP PROPN PART PROPN,EASY
WHAT AUX DET NOUN PRON VERB PART AUX PROPN PROPN CCONJ PROPN VERB ADP DET PROPN,EASY
WHAT NOUN VERB DET NOUN NOUN ADP CCONJ PROPN CCONJ PROPN,EASY
WHAT NOUN AUX DET ADJ CCONJ ADV ADP NOUN NOUN,EASY
WHAT AUX VERB ADJ ADP DET NOUN ADP ADJ NOUN,EASY
WHERE AUX DET PROPN PROPN CCONJ PROPN PROPN PROPN,EASY
WHAT NOUN VERB SCONJ ADJ NOUN NOUN AUX VERB ADJ NOUN,EASY
WHAT AUX PROPN PART ADJ NOUN NOUN VERB ADP,EASY
WHEN AUX PROPN PROPN VERB DET NOUN ADP DET ADJ NOUN,EASY
WHY AUX DET NOUN ADP NOUN ADV VERB,DIFFICULT
HOW ADJ ADJ NOUN VERB ADP PROPN,EASY
WHO ADV VERB DET NOUN ADP PRON ADJ NOUN ADP PRON NOUN NOUN,EASY
WHAT NOUN VERB PROPN,EASY
WHO AUX DET ADJ NOUN PART VERB ADJ NOUN ADP PROPN,EASY
WHO VERB PROPN VERB VERB ADP ADP NUM,EASY
HOW ADJ NOUN VERB DET PROPN ADP PROPN VERB ADP NOUN ADP NUM,EASY
WHICH NOUN AUX PROPN PART ADJ ADJ NOUN ADP ADP,EASY
WHAT NOUN ADP ADJ NOUN VERB ADJ PUNCT NOUN,EASY
WHEN AUX DET ADJ CCONJ ADJ NOUN VERB DET NOUN NOUN ADP ADJ NOUN,EASY
DET NUM NOUN NOUN AUX VERB PRON AUX NOUN CCONJ NOUN PART,EASY
WHICH NOUN VERB DET PROPN NOUN,EASY
WHAT AUX DET NOUN ADP DET NOUN VERB PRON AUX ADJ ADP DET NOUN CCONJ ADJ NOUN NOUN,EASY
PROPN PUNCT PROPN PUNCT PROPN PROPN CCONJ PROPN PROPN AUX WHAT ADP PRON NOUN,EASY
HOW ADJ PROPN VERB PROPN ADP PROPN,EASY
WHO AUX PROPN PROPN ADV ADP,EASY
WHAT ADJ NOUN AUX DET PROPN VERB ADP PROPN,EASY
WHEN DET NOUN VERB ADV ADJ ADP PRON NOUN PUNCT VERB DET NOUN ADP VERB PUNCT DET NOUN AUX,EASY
WHERE AUX DET NOUN NOUN VERB ADP,EASY
ADP WHAT NOUN AUX PRON VERB ADJ PROPN PROPN,EASY
PUNCT PROPN PROPN PUNCT VERB DET DET PUNCT NOUN NOUN ADJ NOUN,EASY
WHAT NOUN AUX DET NOUN NOUN VERB ADP PROPN,EASY
WHAT ADJ NOUN VERB ADJ NOUN NOUN,EASY
DET ADJ NOUN ADP NOUN NOUN AUX VERB PRON,EASY
WHO ADV VERB DET PROPN NOUN,EASY
WHAT NOUN ADP DET NOUN VERB ADJ ADP DET ADJ NOUN DET NOUN ADP PROPN VERB ADP,EASY
WHO AUX PROPN PART NOUN PART VERB DET PROPN,EASY
